id,word
1,<sos>
2,<eos>
3,<unk>
4,no
5,it
6,was
7,n't
8,black
9,monday
10,but
11,while
12,the
13,new
14,york
15,stock
16,exchange
17,did
18,fall
19,apart
20,friday
21,as
22,dow
23,jones
24,industrial
25,average
26,plunged
27,N
28,points
29,most
30,of
31,in
32,final
33,hour
34,barely
35,managed
36,to
37,stay
38,this
39,side
40,chaos
41,some
42,circuit
43,breakers
44,installed
45,after
46,october
47,crash
48,failed
49,their
50,first
51,test
52,traders
53,say
54,unable
55,cool
56,selling
57,panic
58,both
59,stocks
60,and
61,futures
62,specialist
63,firms
64,on
65,big
66,board
67,floor
68,buyers
69,sellers
70,last
71,resort
72,who
73,were
74,criticized
75,once
76,again
77,could
78,handle
79,pressure
80,investment
81,banks
82,refused
83,step
84,up
85,plate
86,support
87,beleaguered
88,by
89,buying
90,blocks
91,heavy
92,standard
93,&
94,poor
95,'s
96,500-stock
97,index
98,chicago
99,beat
100,downward
101,seven
102,ual
103,amr
104,bankamerica
105,walt
106,disney
107,capital
108,cities\/abc
109,philip
110,morris
111,pacific
112,telesis
113,group
114,stopped
115,trading
116,never
117,resumed
118,has
119,already
120,begun
121,equity
122,market
123,specialists
124,not
125,able
126,imbalances
127,said
128,christopher
129,senior
130,vice
131,president
132,at
133,securities
134,corp
135,james
136,chairman
137,henderson
138,brothers
139,inc.
140,is
141,easy
142,doing
143,his
144,job
145,when
146,dollar
147,a
148,even
149,central
150,ca
151,stop
152,speculators
153,are
154,calling
155,for
156,degree
157,liquidity
158,that
159,there
160,many
161,money
162,managers
163,had
164,left
165,offices
166,early
167,afternoon
168,warm
169,autumn
170,day
171,because
172,so
173,quiet
174,then
175,plunge
176,industrials
177,an
178,surrendered
179,about
180,third
181,gains
182,year
183,190.58-point
184,or
185,loss
186,volume
187,accelerated
188,million
189,shares
190,record
191,end
192,traded
193,closed
194,decline
195,second
196,point
197,terms
198,only
199,occurred
200,oct.
201,percentage
202,however
203,dive
204,ever
205,sharpest
206,since
207,fell
208,week
209,parent
210,united
211,airlines
212,extremely
213,active
214,all
215,reacting
216,news
217,rumors
218,proposed
219,$
220,billion
221,buy-out
222,airline
223,wall
224,street
225,takeover-stock
226,risk
227,arbitragers
228,placed
229,unusually
230,large
231,bets
232,takeover
233,would
234,succeed
235,rise
236,p.m.
237,edt
238,came
239,pending
240,soon
241,we
242,one
243,top
244,trader
245,several
246,be
247,seen
248,shaking
249,heads
250,weeks
251,been
252,nervous
253,takeovers
254,campeau
255,corp.
256,cash
257,crunch
258,spurred
259,concern
260,prospects
261,future
262,highly
263,leveraged
264,minutes
265,halt
266,get
267,financing
268,its
269,bid
270,down
271,dump
272,they
273,rid
274,themselves
275,nearly
276,every
277,rumor
278,example
279,caused
280,halts
281,declared
282,usair
283,which
284,delta
285,air
286,lines
287,industries
288,sank
289,these
290,eventually
291,reopened
292,spread
293,began
294,sell
295,blue-chip
296,such
297,international
298,business
299,machines
300,offset
301,losses
302,halted
303,ibm
304,lower
305,waves
306,automatic
307,stop-loss
308,orders
309,triggered
310,computer
311,prices
312,certain
313,levels
